title r_matsci_Relative_DFT_energy_per_molecule_(kcal/mol)
P21c_TSI_ACETAC_3_1750 0.0
Pna21_SG_ACETAC_1_18 0.14666419931472385
Cc_GT_ACETAC_1_25 0.3986021749208832
P-1_ITTT_ACETAC_3_409 0.5191815310333702
