title r_matsci_Relative_DFT_energy_per_molecule_(kcal/mol)
Pna21_SG_ACETAC_1_18 0.0
P21c_TSI_ACETAC_3_1750 0.10309416212714083
P-1_ITTT_ACETAC_3_409 0.3671216515897473
Cc_GT_ACETAC_1_25 0.4069240600841597
